,GSM1369756,GSM1369757,GSM1369758,GSM1369759,GSM1369760,GSM1369761,GSM1369762,GSM1369763,GSM1369764,GSM1369765,GSM1369766,GSM1369767,GSM1369768,GSM1369769,GSM1369770,GSM1369771,GSM1369772,GSM1369773,GSM1369774,GSM1369775,GSM1369776,GSM1369777,GSM1369778,GSM1369779,GSM1369780,GSM1369781,GSM1369782,GSM1369783,GSM1369784,GSM1369785,GSM1369786,GSM1369787,GSM1369788,GSM1369789,GSM1369790,GSM1369791,GSM1369792,GSM1369793,GSM1369794,GSM1369795,GSM1369796,GSM1369797,GSM1369798,GSM1369799,GSM1369800,GSM1369801,GSM1369802,GSM1369803,GSM1369804,GSM1369805,GSM1369806,GSM1369807,GSM1369808,GSM1369809,GSM1369810,GSM1369811,GSM1369812,GSM1369813,GSM1369814,GSM1369815,GSM1369816,GSM1369817,GSM1369818,GSM1369819,GSM1369820,GSM1369821,GSM1369822,GSM1369823,GSM1369824,GSM1369825,GSM1369826,GSM1369827,GSM1369828,GSM1369829,GSM1369830,GSM1369831,GSM1369832,GSM1369833,GSM1369834,GSM1369835
CAPN11,2.794906272,2.771948913,2.7809747,2.788479461,2.788155159,2.770201709,2.792140648,2.814915244,2.820477456,2.773928286,2.774813175,2.78056635,2.791291471,2.765225733,2.806775078,2.793682338,2.807053292,2.812012297,2.785670217,2.816409273,2.76876146,2.790706642,2.801154931,2.774583605,2.78140106,2.811082134,2.752453429,2.791759487,2.811180929,2.773014082,2.803389054,2.781577629,2.822123862,2.799511683,2.778356981,2.775211637,2.776220736,2.785630332,2.796728993,2.771657211,2.761724558,2.821383593,2.786740439,2.753483128,2.757461728,2.820148886,2.747243125,2.784216124,2.790164188,2.790962422,2.786903393,2.805165382,2.776448658,2.75952081,2.789525372,2.819597225,2.800570791,2.766576722,2.784258155,2.777217764,2.77568046,2.797625758,2.760723555,2.800177689,2.764637833,2.785003102,2.780615005,2.796915917,2.780041128,2.764135343,2.791291471,2.855603654,2.783793,2.79720589,2.781860959,2.757373307,2.76651823,2.770094926,2.778920615,2.77779085
CAPN15,2.758996267,2.924514908,2.759425406,2.793032433,2.754485608,2.839608776,2.745523551,2.749194394,2.716527007,2.786860431,2.756771069,2.763680274,2.88371134,2.788704191,2.761672574,2.780415522,2.807945094,2.857326473,2.787749781,2.7351917,2.812589011,2.773737428,2.795811941,2.777981953,2.795317832,2.828646233,2.814345645,2.795078052,2.809309011,2.767458592,2.812632617,2.855997896,2.905633825,2.805098017,2.833627629,2.766385163,2.799356519,2.795185149,2.823438424,2.917790162,2.799559047,2.750120089,2.813092252,2.792793903,2.792607392,2.816064083,2.815584629,2.801386769,2.846428865,2.731937982,2.891826202,2.81140865,2.760347433,2.801154931,2.760299402,2.861662915,2.785710771,2.803434682,2.827335772,2.867477138,2.789065976,2.792793903,2.826460406,2.841420471,2.751781449,2.832301836,2.808559416,2.757084322,2.850529528,2.85798325,2.754670999,2.832570394,2.777071828,2.842209886,2.792929628,2.849984314,2.789577183,2.745203139,2.75221618,2.830924891
CAPN2,3.352820763,3.310461856,3.294852562,3.308211843,3.328382909,3.290054854,3.303072549,3.348403466,3.268966992,3.306592848,3.301049419,3.325037722,3.314597017,3.301877567,3.298073492,3.331344439,3.313836796,3.283216408,3.243208036,3.273384047,3.318850751,3.288917294,3.291876262,3.287804842,3.321384027,3.304749981,3.277555318,3.315356079,3.323176195,3.327185324,3.323575468,3.326362603,3.329756383,3.325996737,3.323992176,3.28508918,3.329869298,3.314597017,3.320250596,3.336934912,3.3008061,3.321243544,3.324632441,3.305833465,3.3096893,3.315356079,3.289702527,3.308211843,3.320749296,3.340026476,3.298762911,3.318334794,3.300678908,3.303761586,3.329199164,3.300934275,3.32176646,3.295925862,3.316661633,3.323176195,3.315111102,3.332708439,3.29942778,3.303761586,3.335898152,3.31564053,3.293740337,3.336802829,3.322041898,3.308681861,3.312852246,3.346904382,3.313714986,3.31059066,3.311677869,3.313836796,3.310711519,3.290780249,3.329353292,3.319094906
CAPN3,2.964663089,2.83596198,3.084473459,2.873464556,2.90096276,2.938914796,2.915704222,2.888528583,2.891678936,2.87157025,2.865320374,2.861842335,2.890472143,2.876252237,2.946351309,2.956771686,2.924305326,2.934784327,2.867381358,2.853084361,2.908291127,2.944794156,2.931554308,2.925327413,2.937773017,2.957199152,2.902453808,2.87850668,2.91987022,2.952021929,2.858764399,2.890751621,2.901639243,2.880130578,2.871263294,3.078721566,2.901878621,2.886463406,2.903343056,2.870094713,2.946622075,2.883670312,2.904926863,3.127905973,2.912648626,2.901217317,2.889738344,2.914929336,2.859856032,2.921029239,2.900389566,2.883297069,2.869664912,2.893846142,2.903014083,2.894421229,2.915434032,2.874110482,2.857326473,2.891985046,2.851413662,2.88985387,2.923828008,2.920468542,2.88481371,2.914975834,2.892728419,2.842736908,2.869812752,2.936195736,2.86860447,2.889322288,2.895814708,2.959055838,2.877802555,2.894993103,2.925373485,2.94374765,3.054697226,2.949737526
CAPN5,2.777833964,2.747811147,2.718887984,2.759279327,2.680310011,2.757241002,2.746137227,2.757711221,2.738418856,2.744027798,2.711887715,2.75425147,2.757241002,2.738181646,2.7552989,2.751881524,2.733270934,2.76532378,2.726674363,2.766467512,2.729383589,2.776959517,2.756342532,2.731937982,2.748475164,2.739968671,2.729021455,2.745749061,2.778634694,2.758187419,2.726350862,2.734875225,2.74555096,2.784455724,2.738467364,2.804097953,2.761672574,2.740914642,2.748095392,2.754071495,2.726350862,2.729021455,2.72610014,2.787937219,2.766467512,2.723257126,2.768263662,2.751294986,2.773552912,2.742124756,2.769557098,2.754110823,2.731877091,2.761300672,2.763744832,2.732928237,2.774335973,2.745100733,2.764082837,2.770787239,2.725265848,2.722128099,2.725748056,2.74767398,2.74930553,2.759090804,2.775056781,2.772215967,2.761816274,2.769163038,2.7539761,2.719275973,2.746682855,2.748766002,2.726723559,2.764725185,2.779086754,2.770348453,2.733741802,2.729283323
CAPN6,2.640177054,2.653701339,2.658723508,2.645129902,2.631311187,2.626183099,2.626392701,2.615567904,2.62746386,2.663351027,2.649502432,2.647848753,2.639668604,2.637745228,2.623091296,2.626607658,2.661098254,2.606652823,2.634561845,2.619611827,2.617884929,2.643950428,2.614793246,2.611776377,2.622077177,2.639186681,2.628633819,2.63625841,2.633514096,2.654310604,2.648846952,2.663854191,2.636544847,2.646570921,2.662396009,2.633171556,2.632221982,2.640235043,2.641230564,2.654253726,2.628793023,2.609968222,2.655600816,2.638200565,2.634061457,2.631124856,2.651584921,2.658530005,2.645387226,2.648577129,2.638765793,2.628472324,2.623932536,2.640300895,2.652334786,2.644607994,2.626745387,2.639601524,2.634898773,2.643396041,2.653784482,2.642685113,2.640758625,2.632340266,2.650141588,2.647578799,2.650207389,2.648706665,2.638072987,2.632642582,2.663405895,2.642896726,2.644076191,2.640698339,2.640960774,2.651641422,2.62581239,2.627162753,2.646720542,2.631737467
CAPN7,2.927666985,2.931121793,3.0311273,2.968908941,2.94754552,2.984199301,2.95184363,2.914506254,2.944836815,2.951904341,2.927400188,2.898499204,2.874760082,2.932588314,2.974905446,2.924667465,2.817988096,2.890091659,2.992325919,2.908428333,2.938914796,3.004023451,2.976784866,3.032879942,3.000334841,2.966235748,3.032427533,2.951971069,2.855457917,2.867027846,2.864590951,2.886463406,2.897715804,2.885924805,2.884616402,2.866740477,2.948567731,2.898793981,2.92772337,2.913750466,2.952244725,2.947380009,2.95759402,2.900872796,2.970157002,2.911591243,2.927913569,2.952308889,2.961148067,2.906289664,2.915434032,2.939726529,2.897098807,2.911248789,2.987307708,2.931121793,2.989798023,2.961762219,2.94085316,2.908572402,2.913801859,2.968908941,2.990387848,2.942271481,2.955402205,2.899615434,2.95396236,2.901170558,2.923771584,3.021054025,2.910279371,2.827464074,2.953737245,2.959995422,2.926621344,2.870218263,2.919390249,2.973152548,2.950684318,2.959546204
CAPN9,2.819192679,2.828062243,2.820352195,2.843338107,2.805742065,2.830409973,2.795503738,2.807551711,2.804299651,2.821602577,2.843147306,2.810168781,2.801109003,2.831869737,2.795811941,2.792163209,2.812883662,2.779311153,2.81135838,2.745100733,2.783337677,2.826587084,2.808034045,2.79050866,2.785289154,2.794335767,2.826964062,2.812542392,2.827285755,2.817612305,2.830555927,2.820352195,2.798648976,2.813168713,2.83261544,2.79462691,2.824087192,2.799608599,2.814251073,2.822877167,2.7982146,2.813746085,2.771923967,2.826871341,2.825540514,2.801479477,2.809026916,2.81080373,2.849772201,2.841931188,2.834597777,2.812677145,2.807551711,2.805586188,2.834648477,2.831157641,2.823164056,2.825238354,2.814212286,2.816970391,2.801721271,2.826190671,2.824540291,2.802011625,2.854348836,2.852982931,2.844838716,2.82935717,2.81982071,2.825496485,2.85934544,2.805059754,2.838000427,2.796390775,2.819700344,2.803434682,2.84160771,2.796582374,2.799965465,2.81172584
CAPNS1,3.585689686,3.663601152,3.593882588,3.601747147,3.480249783,3.62301305,3.586124953,3.610315038,3.602367397,3.651262039,3.549723285,3.622486249,3.665045278,3.621239061,3.604242115,3.616812697,3.672927489,3.672927489,3.567421869,3.593882588,3.629792828,3.593882588,3.613204307,3.592303083,3.616812697,3.59278459,3.60976543,3.614394693,3.649905613,3.648598865,3.646344905,3.663601152,3.674347217,3.633347584,3.662018909,3.616812697,3.599709341,3.645683991,3.652740957,3.672927489,3.57571827,3.532392834,3.565994505,3.638911325,3.597570558,3.625955134,3.597570558,3.588984234,3.58658682,3.613710694,3.628674753,3.583443871,3.625955134,3.640862171,3.603052194,3.543648802,3.576557104,3.573404106,3.584806555,3.634748061,3.596036819,3.587506532,3.587891594,3.579745906,3.596036819,3.641461452,3.633997922,3.606625373,3.655874849,3.618242668,3.615018722,3.679861917,3.590912617,3.652740957,3.654569778,3.648598865,3.637573795,3.579348413,3.577568513,3.633997922
CAPRIN1,3.407337627,3.431904648,3.442960304,3.45208088,3.4190508,3.448694553,3.439899279,3.425859081,3.449345516,3.398249905,3.430076539,3.453796046,3.434299905,3.446235319,3.391181787,3.394377998,3.409482024,3.321912582,3.473773904,3.454283225,3.428452468,3.428095943,3.438659188,3.41607357,3.446475141,3.402701343,3.422324385,3.424189214,3.451079773,3.4190508,3.439361831,3.431681087,3.444493638,3.420131969,3.438447369,3.440988962,3.426948089,3.446235319,3.424419375,3.414224725,3.430539362,3.407337627,3.425257213,3.436378247,3.415864541,3.445745699,3.451395133,3.415648022,3.430315144,3.426948089,3.42096023,3.412470596,3.406325236,3.414646031,3.431183804,3.446235319,3.43615168,3.428284167,3.447437185,3.443929539,3.411855908,3.421574799,3.430961421,3.452519647,3.435922639,3.435922639,3.454494025,3.422324385,3.443929539,3.442244074,3.464568311,3.409482024,3.423297775,3.427382777,3.440543762,3.42632123,3.414646031,3.405805483,3.389240659,3.442244074
CAPRIN2,3.093528527,2.909229656,2.964073973,3.011074706,3.056229579,2.97514015,3.05144788,3.003796612,2.937621554,3.002960624,2.958653796,3.022246345,2.998633246,3.032561385,3.011798256,3.021412266,3.004770317,2.975482073,2.977438654,2.974331326,2.98901217,2.976844054,2.959648837,3.01670926,3.027526938,2.995906066,2.965496324,2.976815057,3.039771391,2.977280193,2.984685136,2.899909459,2.959394653,2.960218802,2.970429994,2.908474517,2.991142206,2.942650935,3.000851955,2.980043081,3.087097169,2.997054484,3.05144788,3.018741769,3.018006807,2.991316081,3.027258472,3.042965783,2.993576483,2.959546204,2.968908941,3.033048315,2.889322288,2.995846429,3.037286143,3.040838913,3.051516796,3.002047864,3.040032671,3.012721031,3.013134371,2.992544679,3.052123635,3.001506452,3.015154118,3.062703108,2.987393971,3.007020145,2.929791103,3.031636901,2.971708983,2.985066049,3.006340581,2.985152587,2.978707191,2.931121793,2.959394653,3.0498045,2.975988872,2.967407734
CAPZA1,3.631950685,3.610315038,3.606625373,3.594370935,3.646344905,3.610315038,3.536353279,3.589987729,3.616812697,3.588405386,3.587098781,3.58658682,3.587891594,3.616113212,3.626607416,3.591859971,3.55913332,3.610864259,3.562363846,3.642872718,3.594370935,3.597570558,3.598605104,3.631143551,3.588984234,3.580319082,3.602367397,3.573404106,3.559518065,3.562729709,3.546949657,3.578526758,3.588984234,3.546949657,3.602367397,3.53089305,3.588984234,3.590457183,3.610315038,3.591859971,3.588984234,3.565137885,3.572467021,3.563893885,3.576120564,3.576982018,3.610315038,3.571953232,3.602367397,3.571448039,3.598605104,3.62810701,3.584358039,3.584358039,3.549723285,3.571448039,3.548858108,3.574760613,3.587506532,3.580319082,3.572930444,3.565607924,3.582528029,3.545020374,3.584806555,3.532003126,3.584806555,3.584806555,3.588405386,3.553831688,3.571000985,3.520614891,3.561945492,3.601168319,3.506016872,3.55658418,3.570127926,3.585689686,3.565994505,3.576557104
CAPZA2,3.428717736,3.476533845,3.494749028,3.488367728,3.519626396,3.446707831,3.466844969,3.512391438,3.526850906,3.451079773,3.525482253,3.499458161,3.498032081,3.498852703,3.488043093,3.413392979,3.487505058,3.459729702,3.518640364,3.546949657,3.492627334,3.477604703,3.468908342,3.488367728,3.464842198,3.452519647,3.472167171,3.482078382,3.485367995,3.471047272,3.48157955,3.471274875,3.479174395,3.478929878,3.42632123,3.37906318,3.474264187,3.444986083,3.455896885,3.468908342,3.470263483,3.561945492,3.493883805,3.461965026,3.459974623,3.463022595,3.484514396,3.467565893,3.44719356,3.470551762,3.457317706,3.47353249,3.500698697,3.450622819,3.482580279,3.470551762,3.476261715,3.47353249,3.472996708,3.43615168,3.48157955,3.456819872,3.462228112,3.485367995,3.489720214,3.44719356,3.464842198,3.461965026,3.463783568,3.475968317,3.484514396,3.43615168,3.48179476,3.468083969,3.469464143,3.447935101,3.453008925,3.443669287,3.454920579,3.444233776
CAPZB,3.327720254,3.341238546,3.328382909,3.333404839,3.289816843,3.357986747,3.360343376,3.387623887,3.356514898,3.347866195,3.304749981,3.340965168,3.386754836,3.332175813,3.349393964,3.364238832,3.369725387,3.366276483,3.3067038,3.365135041,3.378732658,3.364792871,3.347464433,3.329630728,3.349393964,3.361322601,3.348240388,3.363066421,3.377138266,3.376831874,3.371647881,3.380019398,3.371045039,3.374863677,3.386754836,3.358911019,3.346331859,3.36959082,3.363686095,3.37267566,3.322411435,3.323863097,3.336802829,3.372384127,3.35083709,3.376335617,3.340287584,3.337412091,3.355932944,3.354707323,3.375360604,3.344391366,3.35299011,3.359726866,3.356382581,3.344537853,3.343004143,3.343431224,3.33050105,3.357673221,3.360493335,3.3513777,3.336175981,3.347333331,3.356934089,3.364665994,3.361322601,3.365274716,3.382774,3.340572139,3.378732658,3.387979407,3.35717902,3.362742342,3.380554191,3.357825405,3.356382581,3.346331859,3.343004143,3.374863677
CARD10,2.743076121,2.761816274,2.705769456,2.743133921,2.725317371,2.716360088,2.722324165,2.736009275,2.758352225,2.743525575,2.72129439,2.716794426,2.75810171,2.735826562,2.722528091,2.74941109,2.773596074,2.727836226,2.763066423,2.752492109,2.73757269,2.746823396,2.7419706,2.727734726,2.739919379,2.74454448,2.718329917,2.721661928,2.760674701,2.76741217,2.739029028,2.760632881,2.763706168,2.755179904,2.78404409,2.754574366,2.711493672,2.76575861,2.736826902,2.750765385,2.715790563,2.699724306,2.760674701,2.776714411,2.715743819,2.721919849,2.734490319,2.740166402,2.751201038,2.73926799,2.739775512,2.748136286,2.763844303,2.723307957,2.734589902,2.778491041,2.754110823,2.716403922,2.748179521,2.734490319,2.722424162,2.696711731,2.739327945,2.748234515,2.760723555,2.738418856,2.740572807,2.725851101,2.749739032,2.746773799,2.756444958,2.777217764,2.735776229,2.743865787,2.756825022,2.740762484,2.755538799,2.712666258,2.725011068,2.747627211
CARD14,2.841887125,2.822787728,2.845810323,2.800719059,2.812168367,2.841931188,2.834870853,2.846154586,2.832202491,2.830924891,2.814389975,2.871263294,2.837905821,2.84301356,2.818065039,2.84585005,2.873071615,2.819144325,2.818108242,2.802796123,2.808445874,2.850336819,2.842119935,2.824628541,2.827508394,2.820849425,2.803956271,2.814389975,2.838585713,2.869343154,2.854264875,2.8851169,2.860335251,2.841755184,2.846387237,2.858718912,2.845353549,2.873700116,2.842119935,2.84782893,2.850167247,2.830304435,2.851542772,2.834422319,2.841839864,2.851946128,2.853222173,2.834870853,2.844035717,2.833471286,2.850060814,2.845353549,2.870094713,2.817908298,2.85565099,2.860528273,2.834956841,2.84151101,2.82297461,2.833031614,2.826190671,2.832152464,2.831771973,2.828342287,2.891734837,2.850749848,2.846477904,2.842640386,2.831292028,2.829500461,2.862931424,2.875416317,2.849471613,2.832570394,2.871213688,2.860475893,2.83844137,2.799416069,2.82915112,2.828742
CARD8,3.234647276,3.057749772,3.226295684,3.159210315,3.21938118,3.167321821,3.163531581,3.117083977,3.194646695,3.124288512,3.052918259,3.129763542,3.09985658,3.157387143,3.046685216,3.206188366,3.09324862,3.086483877,3.050138619,3.162787154,3.05337544,3.088176617,3.160862311,3.224915685,3.137604005,3.201054447,3.084115016,3.163338072,3.033707623,3.059524606,3.082210528,3.135806769,3.086898008,3.095369837,3.149671822,3.145618993,3.158431539,3.072275609,3.080511497,3.112367093,3.173631805,3.151473246,3.167836036,3.146495092,3.133468451,3.200858621,3.205554106,3.048921561,3.096123403,3.048349778,3.149351079,3.18481098,3.137604005,3.134700167,3.107303997,3.147796119,3.128563668,3.118462268,3.165880533,3.093312676,3.154597371,3.009449893,3.105123272,3.042097201,3.07125376,3.114089096,3.128814123,3.077037925,3.032803906,3.092146154,2.994813379,3.024878351,3.112283055,3.113522075,3.055960962,3.113887189,3.154281943,3.161565324,3.157039112,3.128147313
CARD9 /// DNLZ,3.000781725,2.871520195,2.912447408,2.950324689,2.83771262,2.961206113,2.948726488,2.924458128,2.890574698,2.932588314,2.907605529,2.851024083,2.936397328,2.946567974,2.926883476,3.046974335,2.925764748,2.976332581,2.901878621,2.923048897,2.917747539,2.927622715,2.893434332,2.953370418,2.945777048,2.914338614,2.942926848,2.914797053,2.952643558,2.914156228,2.886883719,2.960629523,2.976107458,2.982000814,2.968737093,2.888240662,2.936347336,2.914549227,2.982976096,2.931554308,2.930761848,2.849795338,2.885202,2.98690036,2.953899362,2.934517417,2.954438698,2.940010743,2.96233464,2.943030956,2.995761379,2.933905569,2.974449676,2.947500164,2.939203125,2.925653536,2.920131562,2.936775509,2.92159692,3.025548179,2.919667695,2.944994014,2.959942633,2.928421597,2.956829134,2.923467078,2.975369649,2.948894669,3.004770317,2.960474365,2.900131466,2.915963061,2.955827421,2.992438229,2.894421229,2.979710153,2.955345266,2.900434078,2.942487014,3.001085672
CARF,2.594729288,2.585113991,2.649868138,2.642258333,2.642195028,2.622216492,2.599489654,2.605667539,2.612849981,2.599592494,2.620713867,2.581606227,2.591872553,2.63891921,2.628227634,2.641095268,2.61102388,2.594311554,2.628472324,2.631880425,2.626324208,2.58550539,2.612181967,2.64102885,2.599592494,2.614878605,2.600206002,2.624748592,2.556591927,2.603285992,2.633728283,2.615653156,2.609338853,2.618635342,2.606562231,2.612023698,2.594487943,2.578755361,2.595488055,2.597879908,2.635379891,2.632182949,2.614665063,2.624967426,2.62552686,2.601688393,2.613806002,2.610468658,2.597273699,2.616438107,2.592300012,2.594311554,2.580269076,2.616867794,2.610779245,2.622738477,2.640587614,2.6479089,2.610374388,2.587925971,2.621253249,2.613012074,2.630457485,2.582784321,2.598161429,2.598161429,2.59440267,2.614261339,2.580439507,2.657332681,2.564108949,2.599864521,2.603017694,2.622013181,2.597983814,2.582202707,2.604350779,2.608088001,2.603617429,2.59672897
CARHSP1,3.358072712,3.366691809,3.316120309,3.339049058,3.333278272,3.382096678,3.409482024,3.388305596,3.35932067,3.30757717,3.343310734,3.376831874,3.378896512,3.33410526,3.30018939,3.315238779,3.365135041,3.380554191,3.334813039,3.3419491,3.352426692,3.342503333,3.345759511,3.395387179,3.344669335,3.350531182,3.333278272,3.355801151,3.362742342,3.370047151,3.368177872,3.402326766,3.393283348,3.39648286,3.364391375,3.400936199,3.332985615,3.371647881,3.35932067,3.376010813,3.329995713,3.384474816,3.316519174,3.361887793,3.320524104,3.382474687,3.305976797,3.336546491,3.290054854,3.375847896,3.350378831,3.342225673,3.380711876,3.346755558,3.320382465,3.348802324,3.330267083,3.319205876,3.33524121,3.332579003,3.35083709,3.342877294,3.301779278,3.36118546,3.305541007,3.344669335,3.347026926,3.337856349,3.362742342,3.339746793,3.371045039,3.390368487,3.342503333,3.370047151,3.370047151,3.364792871,3.356086109,3.3419491,3.368509579,3.344669335
CARKD,3.165601195,3.031755195,3.156005298,3.10972082,3.029277687,3.144945393,3.188273677,3.124616368,3.093175916,3.134012572,3.073308676,3.091656424,3.118462268,3.113147681,3.152759609,3.175628089,3.16579402,3.193211799,3.12445019,3.07221065,3.127118528,3.170860115,3.147455133,3.146430003,3.16345314,3.190054766,3.170504501,3.135806769,3.154552287,3.169189898,3.167067482,3.154435535,3.177107472,3.191816784,3.103925563,3.122037778,3.097608595,3.188850225,3.094326531,3.147643927,3.182387328,3.049866443,3.10378622,3.159030676,3.153382075,3.162787154,3.144099701,3.171680693,3.169093868,3.181357495,3.174652656,3.142228211,3.162277192,3.164881626,3.198555235,3.171961074,3.146833153,3.152601208,3.155841643,3.192097134,3.118218934,3.147309243,3.184732721,3.183288853,3.142061361,3.181541142,3.229562902,3.085337959,3.14434794,3.193122146,3.138630459,3.227954145,3.171641579,3.140292507,3.159539541,3.186126729,3.155115395,3.133048734,3.11741114,3.175411906
